station_id,bike_id,timestamp,number_of_bikes_available,number_of_bikes_in_use,number_of_bikes_not_in_use,maintenance_needed,demand,weather_rainy,weather_sunny,events_none,events_sports_event,holidays_public_holiday
49,51,2023-07-31 03:00:00,18,0,0,0,18,True,False,False,False,False
3,403,2023-07-31 04:00:00,10,13,10,0,65,False,True,False,True,True
7,563,2023-07-31 05:00:00,20,4,1,0,92,False,True,True,False,True
49,476,2023-07-31 06:00:00,14,29,7,0,86,True,False,True,False,False
39,87,2023-07-31 07:00:00,25,7,4,0,46,True,False,False,False,False
1,68,2023-07-31 08:00:00,23,0,6,0,57,True,False,False,False,True
49,596,2023-07-31 09:00:00,8,6,6,0,56,False,True,True,False,True
17,979,2023-07-31 10:00:00,23,1,1,0,47,False,False,False,False,False
43,42,2023-07-31 11:00:00,30,6,3,0,90,False,False,True,False,True
25,731,2023-07-31 12:00:00,18,6,1,0,44,False,True,False,True,True
3,57,2023-07-31 13:00:00,24,8,6,1,86,False,False,False,False,False
15,738,2023-07-31 14:00:00,18,21,4,0,91,True,False,True,False,False
29,196,2023-07-31 15:00:00,23,3,0,0,27,True,False,True,False,True
43,760,2023-07-31 16:00:00,25,22,1,0,59,False,True,False,True,False
32,678,2023-07-31 17:00:00,8,6,5,0,4,False,True,False,False,False
26,62,2023-07-31 18:00:00,22,19,3,0,17,True,False,False,True,False
16,263,2023-07-31 19:00:00,3,17,6,0,93,True,False,True,False,False
25,112,2023-07-31 20:00:00,9,12,1,0,87,False,True,True,False,True
28,765,2023-07-31 21:00:00,30,10,1,0,36,False,True,False,True,False
9,711,2023-07-31 22:00:00,8,8,5,0,79,True,False,False,True,True
1,178,2023-07-31 23:00:00,18,13,7,1,92,True,False,False,True,False
29,948,2023-08-01 00:00:00,14,7,0,1,93,False,False,False,False,False
22,26,2023-08-01 01:00:00,18,20,4,0,24,False,False,True,False,False
16,410,2023-08-01 02:00:00,1,13,0,1,37,True,False,False,False,False
41,758,2023-08-01 03:00:00,9,20,10,0,0,False,True,False,False,False
44,531,2023-08-01 04:00:00,30,16,5,0,39,False,False,False,True,False
41,777,2023-08-01 05:00:00,18,26,6,0,54,False,False,False,False,False
7,317,2023-08-01 06:00:00,16,24,5,0,94,True,False,False,False,False
14,532,2023-08-01 07:00:00,30,26,8,0,38,False,True,False,True,True
29,106,2023-08-01 08:00:00,19,13,2,0,94,False,True,False,True,True
19,749,2023-08-01 09:00:00,23,25,7,0,96,True,False,False,True,True
19,818,2023-08-01 10:00:00,20,26,2,0,75,False,True,True,False,True
2,464,2023-08-01 11:00:00,1,23,10,0,24,True,False,True,False,True
41,246,2023-08-01 12:00:00,18,4,6,0,22,False,True,False,False,False
45,81,2023-08-01 13:00:00,16,9,4,0,42,True,False,False,False,False
15,662,2023-08-01 14:00:00,17,5,0,0,47,False,True,True,False,False
3,909,2023-08-01 15:00:00,16,27,10,0,91,True,False,False,False,False
11,396,2023-08-01 16:00:00,1,9,3,0,96,True,False,False,True,True
46,522,2023-08-01 17:00:00,18,10,10,0,37,False,True,True,False,True
30,833,2023-08-01 18:00:00,0,25,8,0,89,True,False,False,False,True
40,736,2023-08-01 19:00:00,10,23,7,0,23,False,False,False,False,True
18,926,2023-08-01 20:00:00,24,5,2,0,4,False,True,False,False,False
48,264,2023-08-01 21:00:00,9,9,1,0,59,True,False,True,False,False
2,661,2023-08-01 22:00:00,4,13,10,0,16,False,True,True,False,False
32,790,2023-08-01 23:00:00,15,19,8,0,36,False,True,True,False,True
8,274,2023-08-02 00:00:00,23,2,0,0,14,True,False,False,True,True
22,706,2023-08-02 01:00:00,4,6,8,1,65,False,False,False,False,False
6,944,2023-08-02 02:00:00,23,28,6,0,97,False,True,False,False,False
12,172,2023-08-02 03:00:00,22,1,1,0,19,False,False,False,True,False
47,265,2023-08-02 04:00:00,11,6,10,0,29,False,False,True,False,True
40,963,2023-08-02 05:00:00,3,16,4,0,15,True,False,True,False,True
36,822,2023-08-02 06:00:00,30,12,1,0,43,True,False,True,False,False
15,26,2023-08-02 07:00:00,22,25,4,0,58,False,True,False,True,True
28,469,2023-08-02 08:00:00,5,20,6,0,3,True,False,False,False,False
49,862,2023-08-02 09:00:00,18,30,4,0,30,False,True,False,True,False
45,476,2023-08-02 10:00:00,8,8,1,0,25,False,True,False,False,False
18,356,2023-08-02 11:00:00,11,12,10,0,40,False,False,False,False,True
2,26,2023-08-02 12:00:00,25,14,4,0,75,True,False,False,False,True
13,34,2023-08-02 13:00:00,14,12,9,0,1,True,False,False,True,True
45,264,2023-08-02 14:00:00,15,16,5,0,7,False,True,True,False,True
15,138,2023-08-02 15:00:00,12,7,4,0,77,False,False,True,False,True
20,816,2023-08-02 16:00:00,24,8,1,0,23,True,False,False,True,False
29,695,2023-08-02 17:00:00,29,8,5,0,39,False,False,False,False,False
42,875,2023-08-02 18:00:00,20,7,5,0,24,False,False,False,True,True
29,754,2023-08-02 19:00:00,23,15,1,0,61,False,True,True,False,True
3,566,2023-08-02 20:00:00,6,19,3,0,57,True,False,False,True,False
19,462,2023-08-02 21:00:00,24,29,6,1,70,True,False,False,False,True
3,168,2023-08-02 22:00:00,22,29,0,0,31,True,False,True,False,True
14,631,2023-08-02 23:00:00,19,6,0,0,86,False,False,False,False,True
40,655,2023-08-03 00:00:00,3,16,10,0,45,True,False,False,True,True
4,81,2023-08-03 01:00:00,10,6,10,0,25,False,True,False,False,False
11,757,2023-08-03 02:00:00,7,5,5,1,41,False,False,False,True,True
31,914,2023-08-03 03:00:00,5,4,6,0,6,True,False,True,False,False
43,864,2023-08-03 04:00:00,24,16,4,0,55,False,False,True,False,True
32,870,2023-08-03 05:00:00,29,7,9,0,46,False,False,True,False,True
27,407,2023-08-03 06:00:00,9,25,7,0,49,False,False,False,False,False
30,574,2023-08-03 07:00:00,29,0,10,0,44,False,True,False,True,False
43,46,2023-08-03 08:00:00,6,15,3,0,67,True,False,False,True,True
2,599,2023-08-03 09:00:00,6,16,2,0,43,True,False,False,True,False
49,611,2023-08-03 10:00:00,3,29,6,0,24,False,False,False,False,False
9,807,2023-08-03 11:00:00,2,30,3,0,51,True,False,False,True,False
28,911,2023-08-03 12:00:00,23,2,0,0,17,False,False,True,False,True
31,53,2023-08-03 13:00:00,6,12,10,0,6,False,False,False,True,True
34,984,2023-08-03 14:00:00,3,7,7,0,21,False,False,False,False,True
15,704,2023-08-03 15:00:00,12,15,4,0,3,False,True,True,False,True
48,959,2023-08-03 16:00:00,19,23,7,0,28,True,False,True,False,False
25,476,2023-08-03 17:00:00,16,29,7,0,87,False,False,False,False,True
36,592,2023-08-03 18:00:00,26,30,4,0,39,True,False,True,False,True
8,16,2023-08-03 19:00:00,6,6,7,0,51,False,True,False,True,True
9,360,2023-08-03 20:00:00,16,20,6,0,59,False,True,False,False,False
37,487,2023-08-03 21:00:00,25,14,2,0,40,False,False,False,True,False
48,838,2023-08-03 22:00:00,25,23,3,0,75,False,True,False,False,True
45,706,2023-08-03 23:00:00,3,1,10,0,72,False,True,False,False,False
39,502,2023-08-04 00:00:00,10,23,6,0,14,False,True,False,False,False
32,141,2023-08-04 01:00:00,29,27,3,0,76,False,True,False,True,True
17,620,2023-08-04 02:00:00,2,26,5,0,56,False,True,False,False,False
35,815,2023-08-04 03:00:00,10,1,1,0,93,False,True,True,False,False
37,777,2023-08-04 04:00:00,2,9,1,0,98,True,False,False,True,True
19,447,2023-08-04 05:00:00,11,4,2,0,34,False,True,False,False,True
44,290,2023-08-04 06:00:00,0,26,9,0,89,True,False,False,False,False
29,209,2023-08-04 07:00:00,3,28,6,0,18,False,False,False,True,True
7,475,2023-08-04 08:00:00,13,3,2,0,20,False,True,True,False,False
28,413,2023-08-04 09:00:00,0,14,2,0,84,False,True,True,False,False
9,677,2023-08-04 10:00:00,13,12,3,0,12,True,False,False,False,True
28,427,2023-08-04 11:00:00,12,16,9,0,20,False,True,False,False,False
6,854,2023-08-04 12:00:00,12,20,5,0,87,True,False,True,False,False
29,371,2023-08-04 13:00:00,23,22,0,0,25,True,False,False,False,False
17,832,2023-08-04 14:00:00,14,0,5,0,55,False,True,True,False,True
16,664,2023-08-04 15:00:00,30,17,7,0,30,False,False,True,False,False
23,967,2023-08-04 16:00:00,16,27,7,0,29,False,False,True,False,False
31,290,2023-08-04 17:00:00,11,14,5,0,23,False,False,True,False,False
3,432,2023-08-04 18:00:00,29,13,5,0,95,True,False,False,False,True
21,268,2023-08-04 19:00:00,21,8,2,1,29,True,False,False,True,True
26,151,2023-08-04 20:00:00,22,11,1,1,25,False,True,False,True,True
36,719,2023-08-04 21:00:00,30,4,6,0,81,True,False,True,False,False
42,255,2023-08-04 22:00:00,25,29,7,0,53,False,False,False,False,True
37,353,2023-08-04 23:00:00,13,28,9,0,75,False,True,False,True,True
22,377,2023-08-05 00:00:00,11,22,5,1,20,False,False,False,True,False
42,653,2023-08-05 01:00:00,17,1,4,0,22,False,True,True,False,True
12,855,2023-08-05 02:00:00,3,22,3,0,27,False,False,True,False,False
42,358,2023-08-05 03:00:00,26,22,0,0,80,False,True,False,False,False
13,608,2023-08-05 04:00:00,13,6,8,0,78,False,False,False,True,False
11,941,2023-08-05 05:00:00,18,20,10,0,22,True,False,True,False,False
16,370,2023-08-05 06:00:00,28,8,9,0,58,False,False,True,False,False
8,227,2023-08-05 07:00:00,12,17,3,0,52,False,True,False,False,True
40,705,2023-08-05 08:00:00,24,3,1,0,52,False,False,True,False,False
40,303,2023-08-05 09:00:00,29,1,3,0,33,True,False,True,False,False
45,826,2023-08-05 10:00:00,22,23,10,0,91,False,True,True,False,False
2,389,2023-08-05 11:00:00,17,27,4,0,67,True,False,True,False,False
30,377,2023-08-05 12:00:00,10,26,1,0,11,False,False,True,False,False
30,973,2023-08-05 13:00:00,27,0,6,0,1,False,True,False,False,False
12,118,2023-08-05 14:00:00,5,24,2,0,24,False,False,True,False,False
10,5,2023-08-05 15:00:00,8,11,7,0,87,False,True,False,True,True
44,444,2023-08-05 16:00:00,11,12,3,1,94,True,False,True,False,True
11,352,2023-08-05 17:00:00,18,13,10,0,67,True,False,True,False,True
15,755,2023-08-05 18:00:00,13,4,4,0,43,True,False,False,True,False
16,533,2023-08-05 19:00:00,14,26,2,0,33,False,False,False,True,True
17,664,2023-08-05 20:00:00,10,27,10,0,5,False,True,True,False,True
26,640,2023-08-05 21:00:00,5,2,4,0,94,True,False,False,False,False
2,124,2023-08-05 22:00:00,13,27,8,0,38,False,False,False,True,True
50,658,2023-08-05 23:00:00,2,26,10,0,49,False,False,False,False,False
12,277,2023-08-06 00:00:00,18,3,1,0,23,False,True,True,False,False
26,822,2023-08-06 01:00:00,19,16,6,0,88,True,False,True,False,False
23,394,2023-08-06 02:00:00,24,18,9,0,4,False,False,False,True,False
18,664,2023-08-06 03:00:00,10,10,7,1,53,True,False,False,True,True
32,360,2023-08-06 04:00:00,28,7,2,0,53,False,True,False,False,False
49,623,2023-08-06 05:00:00,23,11,10,0,9,True,False,True,False,True
38,469,2023-08-06 06:00:00,16,17,3,0,81,True,False,False,True,True
47,985,2023-08-06 07:00:00,28,17,10,0,92,False,False,False,True,False
3,628,2023-08-06 08:00:00,27,8,9,0,74,False,False,False,True,True
38,700,2023-08-06 09:00:00,26,4,1,0,93,False,True,False,False,False
3,57,2023-08-06 10:00:00,16,20,9,0,68,False,True,True,False,False
30,251,2023-08-06 11:00:00,22,16,8,0,5,False,True,False,True,False
1,896,2023-08-06 12:00:00,2,12,2,0,77,False,False,False,True,True
30,919,2023-08-06 13:00:00,13,5,8,0,15,False,True,False,True,False
45,150,2023-08-06 14:00:00,26,23,6,1,59,False,True,True,False,True
32,452,2023-08-06 15:00:00,6,21,5,0,13,False,False,False,False,True
28,162,2023-08-06 16:00:00,24,13,10,0,32,False,True,False,False,False
21,120,2023-08-06 17:00:00,18,14,10,0,100,False,False,True,False,False
46,582,2023-08-06 18:00:00,2,22,2,0,68,False,True,False,False,True
13,924,2023-08-06 19:00:00,1,13,10,0,39,False,False,False,False,True
27,351,2023-08-06 20:00:00,25,3,6,0,77,True,False,False,True,False
36,99,2023-08-06 21:00:00,16,17,10,0,39,False,False,False,False,False
7,167,2023-08-06 22:00:00,8,0,2,0,8,False,False,False,True,False
22,810,2023-08-06 23:00:00,21,11,10,0,90,False,False,False,False,False
10,663,2023-08-07 00:00:00,5,21,5,0,66,False,True,False,True,False
39,838,2023-08-07 01:00:00,23,8,7,0,73,False,False,True,False,True
15,976,2023-08-07 02:00:00,26,9,4,0,47,False,False,True,False,True
15,514,2023-08-07 03:00:00,20,20,10,0,74,False,True,False,False,True
4,664,2023-08-07 04:00:00,8,27,10,0,97,True,False,False,True,False
32,401,2023-08-07 05:00:00,30,17,2,0,64,False,False,True,False,False
23,365,2023-08-07 06:00:00,26,16,5,0,9,False,True,True,False,False
6,577,2023-08-07 07:00:00,4,18,7,0,5,True,False,False,False,False
24,326,2023-08-07 08:00:00,1,3,9,0,71,False,False,False,True,True
20,581,2023-08-07 09:00:00,21,15,2,0,61,True,False,False,True,True
37,633,2023-08-07 10:00:00,14,6,10,0,30,False,False,True,False,True
20,621,2023-08-07 11:00:00,8,8,10,0,5,False,False,False,False,True
12,828,2023-08-07 12:00:00,18,7,4,0,94,True,False,True,False,False
33,247,2023-08-07 13:00:00,9,24,8,0,33,True,False,True,False,True
28,434,2023-08-07 14:00:00,3,6,9,0,92,True,False,False,False,False
8,93,2023-08-07 15:00:00,9,9,9,0,66,False,False,False,False,True
1,268,2023-08-07 16:00:00,26,7,2,0,61,False,False,False,False,True
37,615,2023-08-07 17:00:00,7,23,10,0,85,False,True,False,True,False
22,943,2023-08-07 18:00:00,21,16,1,0,11,False,True,False,False,False
6,963,2023-08-07 19:00:00,12,11,10,0,37,False,True,False,False,False
21,624,2023-08-07 20:00:00,6,13,7,0,82,False,False,True,False,False
32,321,2023-08-07 21:00:00,6,30,6,0,6,True,False,False,False,True
35,923,2023-08-07 22:00:00,3,11,8,0,63,False,True,False,False,False
15,816,2023-08-07 23:00:00,14,30,3,0,86,False,False,True,False,True
5,856,2023-08-08 00:00:00,11,24,2,0,76,True,False,False,True,True
46,62,2023-08-08 01:00:00,15,1,9,0,3,False,True,False,False,True
50,300,2023-08-08 02:00:00,5,11,4,0,20,True,False,True,False,True
48,403,2023-08-08 03:00:00,27,26,10,1,77,True,False,False,True,False
6,955,2023-08-08 04:00:00,8,13,0,0,35,False,True,False,True,False
25,648,2023-08-08 05:00:00,2,6,4,0,6,False,True,False,False,True
46,567,2023-08-08 06:00:00,7,28,2,0,76,False,False,False,True,True
40,620,2023-08-08 07:00:00,6,25,0,0,34,True,False,False,False,False
29,303,2023-08-08 08:00:00,3,25,2,0,48,False,True,False,True,False
7,770,2023-08-08 09:00:00,25,12,4,0,96,False,True,False,True,True
40,253,2023-08-08 10:00:00,12,20,4,0,10,True,False,False,True,True
13,734,2023-08-08 11:00:00,18,3,9,0,88,True,False,False,False,True
38,478,2023-08-08 12:00:00,29,0,7,0,23,True,False,False,True,False
18,369,2023-08-08 13:00:00,6,16,10,0,21,False,True,True,False,False
2,679,2023-08-08 14:00:00,9,2,0,0,42,False,True,True,False,True
8,941,2023-08-08 15:00:00,24,29,6,0,50,False,False,False,True,True
11,160,2023-08-08 16:00:00,11,30,4,1,48,True,False,False,False,True
33,961,2023-08-08 17:00:00,25,16,2,0,21,False,True,True,False,True
38,166,2023-08-08 18:00:00,2,7,3,0,78,False,True,False,True,True
48,205,2023-08-08 19:00:00,30,2,2,0,17,True,False,True,False,True
27,267,2023-08-08 20:00:00,25,26,7,0,43,False,True,True,False,False
20,138,2023-08-08 21:00:00,24,9,3,0,31,True,False,True,False,False
12,368,2023-08-08 22:00:00,28,1,2,0,57,False,True,True,False,False
43,443,2023-08-08 23:00:00,23,21,1,0,55,True,False,True,False,False
31,858,2023-08-09 00:00:00,11,3,2,0,99,True,False,False,True,False
27,760,2023-08-09 01:00:00,18,28,6,0,73,False,True,True,False,True
32,567,2023-08-09 02:00:00,14,28,5,0,8,True,False,False,True,False
10,916,2023-08-09 03:00:00,7,13,9,0,62,False,False,True,False,True
3,721,2023-08-09 04:00:00,11,10,4,0,88,False,False,False,False,False
45,17,2023-08-09 05:00:00,19,13,7,0,3,True,False,False,True,True
27,68,2023-08-09 06:00:00,5,12,10,0,37,False,False,False,False,True
35,133,2023-08-09 07:00:00,27,26,0,0,99,False,True,False,False,True
31,700,2023-08-09 08:00:00,9,28,2,0,41,False,True,True,False,True
15,919,2023-08-09 09:00:00,1,3,1,0,100,True,False,True,False,False
16,430,2023-08-09 10:00:00,23,1,1,0,6,False,True,True,False,False
13,308,2023-08-09 11:00:00,12,1,10,0,41,False,True,True,False,False
49,650,2023-08-09 12:00:00,24,10,0,0,59,False,False,True,False,True
35,174,2023-08-09 13:00:00,6,21,4,0,89,False,True,False,False,True
11,412,2023-08-09 14:00:00,7,4,4,1,19,False,True,False,False,False
21,97,2023-08-09 15:00:00,22,8,2,0,62,False,False,True,False,True
11,683,2023-08-09 16:00:00,15,19,8,0,20,True,False,True,False,False
30,154,2023-08-09 17:00:00,10,20,5,0,4,True,False,False,True,True
48,695,2023-08-09 18:00:00,25,30,9,0,29,False,False,False,True,True
35,242,2023-08-09 19:00:00,3,16,5,0,62,False,False,False,False,True
22,304,2023-08-09 20:00:00,16,11,9,0,58,False,True,False,False,True
38,285,2023-08-09 21:00:00,15,27,5,1,37,False,True,False,False,False
31,27,2023-08-09 22:00:00,18,17,1,0,35,True,False,True,False,True
14,402,2023-08-09 23:00:00,22,2,10,0,37,True,False,False,False,False
24,360,2023-08-10 00:00:00,26,4,9,0,22,False,False,False,False,True
50,60,2023-08-10 01:00:00,10,27,9,0,22,False,True,False,False,False
49,202,2023-08-10 02:00:00,6,20,7,0,57,False,False,False,True,False
32,762,2023-08-10 03:00:00,26,19,5,0,47,True,False,False,False,False
36,874,2023-08-10 04:00:00,12,13,2,0,5,True,False,False,False,True
32,581,2023-08-10 05:00:00,18,15,9,0,45,False,False,False,True,False
15,970,2023-08-10 06:00:00,16,25,8,0,86,False,True,False,False,False
43,370,2023-08-10 07:00:00,25,18,1,0,14,False,True,True,False,True
35,533,2023-08-10 08:00:00,24,8,6,0,0,False,False,False,True,False
3,152,2023-08-10 09:00:00,27,16,2,0,99,True,False,False,False,True
16,102,2023-08-10 10:00:00,21,21,5,0,91,False,False,False,True,False
5,899,2023-08-10 11:00:00,12,6,4,1,73,False,False,False,False,False
21,1000,2023-08-10 12:00:00,28,9,5,0,32,False,True,False,False,False
10,607,2023-08-10 13:00:00,11,3,7,0,23,True,False,False,True,True
19,446,2023-08-10 14:00:00,6,9,2,0,69,True,False,True,False,False
25,873,2023-08-10 15:00:00,0,2,1,0,13,False,True,False,True,False
4,229,2023-08-10 16:00:00,0,23,7,0,95,True,False,True,False,True
29,125,2023-08-10 17:00:00,19,8,0,0,82,True,False,True,False,True
19,770,2023-08-10 18:00:00,22,12,1,0,69,False,True,False,True,True
43,834,2023-08-10 19:00:00,13,0,9,0,83,True,False,False,False,True
2,999,2023-08-10 20:00:00,26,14,0,0,88,True,False,True,False,True
10,881,2023-08-10 21:00:00,14,30,4,0,83,False,False,False,True,True
43,938,2023-08-10 22:00:00,10,14,7,1,37,True,False,False,False,True
25,236,2023-08-10 23:00:00,23,30,1,0,10,False,False,False,False,False
20,162,2023-08-11 00:00:00,25,10,3,0,62,False,False,False,False,False
48,554,2023-08-11 01:00:00,8,27,3,0,31,False,False,False,True,False
19,788,2023-08-11 02:00:00,16,9,10,0,28,False,True,False,True,True
23,353,2023-08-11 03:00:00,3,24,10,0,29,False,True,False,False,False
24,68,2023-08-11 04:00:00,19,6,6,0,28,True,False,False,False,True
11,173,2023-08-11 05:00:00,18,0,0,0,85,False,False,False,False,False
46,843,2023-08-11 06:00:00,6,6,8,0,10,True,False,False,False,False
34,637,2023-08-11 07:00:00,0,4,2,0,48,True,False,False,True,True
28,682,2023-08-11 08:00:00,8,25,5,1,83,True,False,False,False,False
5,559,2023-08-11 09:00:00,12,28,9,0,77,True,False,True,False,True
5,261,2023-08-11 10:00:00,23,28,4,0,90,True,False,True,False,False
21,217,2023-08-11 11:00:00,1,22,3,0,63,False,False,False,True,True
12,817,2023-08-11 12:00:00,1,15,8,0,37,False,False,True,False,True
50,124,2023-08-11 13:00:00,23,27,10,0,59,False,False,True,False,True
4,805,2023-08-11 14:00:00,26,24,8,0,67,False,False,True,False,True
49,162,2023-08-11 15:00:00,29,7,0,0,6,False,True,False,True,False
42,201,2023-08-11 16:00:00,14,21,6,0,93,False,False,True,False,True
20,454,2023-08-11 17:00:00,16,1,9,0,73,False,False,False,False,False
38,402,2023-08-11 18:00:00,12,7,8,0,6,False,False,True,False,False
25,462,2023-08-11 19:00:00,6,27,4,1,4,False,True,True,False,False
14,275,2023-08-11 20:00:00,8,13,0,0,67,True,False,True,False,True
11,206,2023-08-11 21:00:00,11,3,7,0,46,False,True,False,False,True
32,40,2023-08-11 22:00:00,30,23,4,1,35,False,False,False,True,True
11,273,2023-08-11 23:00:00,2,14,5,0,14,False,False,False,True,True
18,700,2023-08-12 00:00:00,22,6,6,0,38,False,True,True,False,False
27,867,2023-08-12 01:00:00,21,19,9,0,37,True,False,False,False,True
18,93,2023-08-12 02:00:00,14,7,6,0,35,False,True,True,False,True
23,42,2023-08-12 03:00:00,6,26,6,0,1,False,True,False,True,False
11,465,2023-08-12 04:00:00,22,10,0,0,14,False,False,False,True,False
21,379,2023-08-12 05:00:00,25,27,6,0,83,False,True,False,False,True
44,107,2023-08-12 06:00:00,0,26,10,0,54,False,True,False,False,False
5,328,2023-08-12 07:00:00,13,1,2,0,97,False,True,False,True,True
23,65,2023-08-12 08:00:00,18,8,4,0,76,False,True,False,True,True
41,365,2023-08-12 09:00:00,15,5,9,0,59,False,True,False,True,False
25,821,2023-08-12 10:00:00,9,22,4,0,24,False,True,True,False,True
41,484,2023-08-12 11:00:00,0,25,7,0,13,False,False,False,True,False
10,647,2023-08-12 12:00:00,4,0,6,0,8,False,False,False,True,False
22,901,2023-08-12 13:00:00,2,2,6,0,48,False,False,False,False,False
19,24,2023-08-12 14:00:00,16,29,5,0,34,False,False,False,True,True
1,540,2023-08-12 15:00:00,17,9,6,0,85,False,True,False,True,True
7,62,2023-08-12 16:00:00,25,4,6,0,4,False,True,False,False,True
4,491,2023-08-12 17:00:00,20,30,4,0,100,False,True,False,True,False
1,273,2023-08-12 18:00:00,26,11,4,0,77,False,True,False,False,True
15,229,2023-08-12 19:00:00,18,22,3,0,16,False,False,False,False,True
40,20,2023-08-12 20:00:00,21,0,3,0,68,False,False,False,False,False
12,3,2023-08-12 21:00:00,24,8,4,0,76,False,True,False,False,False
22,421,2023-08-12 22:00:00,21,20,9,0,53,False,True,False,False,False
22,730,2023-08-12 23:00:00,17,12,8,0,46,False,True,False,False,True
50,911,2023-08-13 00:00:00,15,27,10,0,94,False,True,False,False,False
47,307,2023-08-13 01:00:00,1,18,5,0,48,True,False,False,True,False
17,432,2023-08-13 02:00:00,14,6,7,0,73,True,False,True,False,False
29,136,2023-08-13 03:00:00,12,25,8,0,61,True,False,False,True,True
46,909,2023-08-13 04:00:00,12,15,3,0,22,True,False,False,False,True
14,944,2023-08-13 05:00:00,15,7,6,0,92,False,True,False,False,False
50,515,2023-08-13 06:00:00,7,25,4,0,15,False,True,False,True,False
20,193,2023-08-13 07:00:00,10,25,3,0,80,False,True,True,False,True
50,585,2023-08-13 08:00:00,7,18,6,0,6,True,False,False,True,True
48,415,2023-08-13 09:00:00,21,6,2,0,42,True,False,False,True,True
33,873,2023-08-13 10:00:00,9,22,0,0,77,False,True,False,True,False
43,118,2023-08-13 11:00:00,22,3,6,0,43,True,False,True,False,True
15,666,2023-08-13 12:00:00,0,9,8,0,8,False,False,False,False,False
12,209,2023-08-13 13:00:00,30,24,1,0,70,True,False,True,False,True
40,952,2023-08-13 14:00:00,11,0,6,0,77,True,False,False,True,True
20,34,2023-08-13 15:00:00,8,16,9,0,79,True,False,False,True,False
30,649,2023-08-13 16:00:00,4,20,1,0,59,True,False,True,False,True
38,318,2023-08-13 17:00:00,8,12,2,1,9,False,True,True,False,False
3,120,2023-08-13 18:00:00,15,18,9,1,4,False,False,False,False,True
28,627,2023-08-13 19:00:00,17,25,9,0,50,False,True,False,False,False
26,525,2023-08-13 20:00:00,29,12,2,0,6,True,False,True,False,True
30,581,2023-08-13 21:00:00,7,8,3,0,21,True,False,False,False,False
13,937,2023-08-13 22:00:00,22,4,5,0,23,True,False,False,True,False
13,845,2023-08-13 23:00:00,10,22,2,0,41,True,False,True,False,False
2,769,2023-08-14 00:00:00,29,0,8,1,21,True,False,False,False,False
37,89,2023-08-14 01:00:00,19,1,1,0,34,False,False,False,True,False
49,512,2023-08-14 02:00:00,18,30,6,0,54,False,True,True,False,False
38,47,2023-08-14 03:00:00,3,10,5,0,2,True,False,False,False,True
2,772,2023-08-14 04:00:00,19,27,1,0,70,False,False,False,True,True
36,740,2023-08-14 05:00:00,25,3,10,0,18,False,True,True,False,False
26,959,2023-08-14 06:00:00,9,30,2,0,41,False,True,False,False,False
11,692,2023-08-14 07:00:00,23,8,5,0,45,False,True,False,True,True
8,522,2023-08-14 08:00:00,12,4,9,0,71,True,False,False,True,False
44,284,2023-08-14 09:00:00,28,4,3,0,86,True,False,False,True,True
40,377,2023-08-14 10:00:00,19,24,0,0,19,False,False,False,True,True
43,638,2023-08-14 11:00:00,13,7,0,0,32,False,False,True,False,False
22,134,2023-08-14 12:00:00,20,1,2,0,5,False,True,False,True,False
20,667,2023-08-14 13:00:00,1,6,7,0,14,True,False,True,False,False
8,248,2023-08-14 14:00:00,28,16,10,1,68,False,True,True,False,False
29,652,2023-08-14 15:00:00,3,25,3,0,77,False,True,False,False,True
40,318,2023-08-14 16:00:00,6,26,10,0,72,False,False,True,False,True
26,436,2023-08-14 17:00:00,18,10,0,0,89,True,False,False,True,False
30,176,2023-08-14 18:00:00,29,14,7,0,95,False,False,True,False,False
17,835,2023-08-14 19:00:00,29,24,9,0,30,True,False,True,False,True
20,686,2023-08-14 20:00:00,16,2,5,0,5,False,True,False,False,False
16,993,2023-08-14 21:00:00,15,12,0,0,0,False,True,True,False,True
46,586,2023-08-14 22:00:00,12,17,9,1,18,False,True,False,False,False
43,351,2023-08-14 23:00:00,23,19,9,0,14,True,False,True,False,True
7,143,2023-08-15 00:00:00,23,19,5,0,33,False,True,False,False,True
16,967,2023-08-15 01:00:00,21,2,0,0,63,True,False,True,False,True
45,804,2023-08-15 02:00:00,22,1,9,0,82,True,False,False,True,True
47,398,2023-08-15 03:00:00,30,4,9,0,48,False,False,True,False,False
48,624,2023-08-15 04:00:00,25,19,2,0,74,False,True,False,False,False
27,718,2023-08-15 05:00:00,26,4,1,0,81,False,False,False,False,True
23,643,2023-08-15 06:00:00,17,12,3,0,87,True,False,False,True,True
24,369,2023-08-15 07:00:00,20,27,1,0,45,False,True,False,True,True
9,501,2023-08-15 08:00:00,11,27,10,0,50,False,True,False,False,False
35,622,2023-08-15 09:00:00,22,7,4,0,72,True,False,False,True,False
20,370,2023-08-15 10:00:00,30,26,3,0,10,False,True,True,False,False
37,579,2023-08-15 11:00:00,24,15,5,0,3,True,False,True,False,False
42,382,2023-08-15 12:00:00,0,30,6,0,81,False,True,False,True,False
17,86,2023-08-15 13:00:00,14,17,1,0,86,False,True,True,False,True
47,787,2023-08-15 14:00:00,2,24,1,0,40,True,False,True,False,False
31,739,2023-08-15 15:00:00,5,25,7,1,100,False,False,False,True,False
8,460,2023-08-15 16:00:00,13,15,8,0,63,True,False,False,False,False
15,950,2023-08-15 17:00:00,22,0,4,0,0,False,True,True,False,False
